"adult","backdrop_path","genre_ids","id","original_language","original_title","overview","popularity","poster_path","release_date","title","video","vote_average","vote_count"
FALSE,"/81LX4wktTXWEXjLNlkHTmJm7tRu.jpg","53, 80, 18",1580,"en","Rope","Two young men attempt to prove they committed the perfect murder by hosting a dinner party for the family of a classmate they just strangled to death.",3.84,"/9ar6rxLDB8kagAnXZKn6h9smscr.jpg","1948-03-11","Rope",FALSE,7.942,2766
FALSE,"/8lBcqakI3F19NWkXdqE0M8W76b9.jpg","28, 18, 36, 10752",197,"en","Braveheart","Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",6.498,"/uE2Q9RaNBdJbAV1N67LhwCYluK0.jpg","1995-05-24","Braveheart",FALSE,7.9,10308
FALSE,"/4tdV5AeojEdbvn6VpeQrbuDlmzs.jpg","16, 18, 12, 14",916224,"ja","すずめの戸締まり","Suzume, 17, lost her mother as a little girl. On her way to school, she meets a mysterious young man. But her curiosity unleashes a calamity that endangers the entire population of Japan, and so Suzume embarks on a journey to set things right.",4.789,"/x5CrIflmv8WZJeLv7V611aRGbPs.jpg","2022-11-11","Suzume",FALSE,7.9,1417
FALSE,"/vfEORWH75d5qSHe3QBkSPIsXhOz.jpg","18, 28, 35",11712,"ja","椿三十郎","Toshiro Mifune swaggers and snarls to brilliant comic effect in Kurosawa's tightly paced, beautifully composed ""Sanjuro."" In this companion piece and sequel to ""Yojimbo,"" jaded samurai Sanjuro helps an idealistic group of young warriors weed out their clan's evil influences, and in the process turns their image of a proper samurai on its ear.",3.583,"/zW47oIH3bc3ggmmmzTvKqM4Fqjk.jpg","1962-01-01","Sanjuro",FALSE,7.94,627
FALSE,"/bBiZN1epQTu3F8iFLBuMhc4TRzr.jpg","18",10997,"zh","霸王别姬","Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and endure some of the most troublesome times in China's history.",3.667,"/ySf9I93w6kJiaEb2T4zpoQjY8PR.jpg","1993-01-01","Farewell My Concubine",FALSE,7.9,594
FALSE,"/wfQTVBIQj1wJUe0jV3OZ4zOivIO.jpg","878, 18, 53",78,"en","Blade Runner","In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",5.93,"/63N9uy8nd9j7Eog2axPQ8lbr3Wj.jpg","1982-06-25","Blade Runner",FALSE,7.939,13978
FALSE,"/cXliQvK1xSi9lSqP7qaBUyED1Az.jpg","18, 10751",6715,"en","The Cure","Erik, a loner, finds a friend in Dexter, an eleven-year-old boy with AIDS. They vow to find a cure for AIDS together and save Dexter's life in an eventful summer.",3.577,"/3WN1H5NzLOjhY9AP848v8WPc9uu.jpg","1995-04-21","The Cure",FALSE,7.9,312
FALSE,"/86l1gqKjhPn6Ypd8XSSIGx7ZikB.jpg","16, 18, 10751, 9648",242828,"ja","思い出のマーニー","Upon being sent to live with relatives in the countryside due to an illness, an emotionally distant adolescent girl becomes obsessed with an abandoned mansion and infatuated with a girl who lives there - a girl who may or may not be real.",4.452,"/vug1dvDI1tSa60Z8qjCuUE7ntkO.jpg","2014-07-19","When Marnie Was There",FALSE,7.9,1820
FALSE,"/62pTb3zkfE2860lIqQFlxQ5tUEL.jpg","18",48035,"da","Ordet","The three sons of devout Danish farmer Morten have widely disparate religious beliefs. Youngest son Anders shares his father's religion, but eldest son Mikkel has lost his faith, while middle child Johannes has become delusional and proclaims that he is Jesus Christ himself. When Mikkel's wife, Inger goes into a difficult childbirth, everyone's beliefs are put to the test.",3.824,"/e3oh96Zrqdaku8DoD10pXZHLZoU.jpg","1955-01-09","Ordet",FALSE,7.9,371
FALSE,"/5i6opA0ed7wS0AfixcLI12YeSnt.jpg","53, 9648, 80",488623,"ko","기억의 밤","Seoul, South Korea, 1997. When the young but extremely anxious student Jin-seok, his parents and his successful older brother Yoo-seok move to a new home, mysterious and frightening events begin to happen around them, unexplained events that threaten to ruin their seemingly happy lives. Unable to understand what is happening, Jin-seok wonders if he is losing his mind.",4.445,"/nlI9QeP9n7vBmmi9KbnssPR10j0.jpg","2017-11-29","Forgotten",FALSE,7.936,1146
FALSE,"/4Bb1kMIfrT2tYRZ9M6Jhqy6gkeF.jpg","18, 36",76203,"en","12 Years a Slave","In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.",4.58,"/xdANQijuNrJaw1HA61rDccME4Tm.jpg","2013-10-18","12 Years a Slave",FALSE,7.936,11378
FALSE,"/3t1qZqP1e17wQshpPKSqII1OogM.jpg","80, 18",30017,"fa","کلوزآپ ، نمای نزدیک","This fiction-documentary hybrid uses a sensational real-life event—the arrest of a young man on charges that he fraudulently impersonated the well-known filmmaker Mohsen Makhmalbaf—as the basis for a stunning, multilayered investigation into movies, identity, artistic creation, and existence, in which the real people from the case play themselves.",3.797,"/m9HG2N9ZKCmNN9qOHJTNyy18wn3.jpg","1990-05-09","Close-Up",FALSE,7.936,390
FALSE,"/9UCHfC9tYojD4mMVBm0boyzYEQq.jpg","18",10404,"zh","大红灯笼高高挂","In 1920s China, nineteen-year-old Songlian becomes a concubine of a powerful lord and is forced to compete with his three wives for the privileges gained.",3.579,"/j6MGZpg55cTqlHHwahBtzI2qQg1.jpg","1991-12-18","Raise the Red Lantern",FALSE,7.9,724
FALSE,"/rA9QYI7yTV2F2AvaqBcq1vL3MOr.jpg","16, 35",489412,"en","It's Such a Beautiful Day","Bill struggles to put together his shattered psyche.",3.572,"/rag52VqhbkuXsTio4dmCBBNYgIW.jpg","2012-08-24","It's Such a Beautiful Day",FALSE,7.9,331
FALSE,"/mI7hfScSb8NAWC09viymxCzWZIq.jpg","35, 18, 14",29264,"es","El ángel exterminador","A formal dinner party starts out normally enough, but after the bourgeois group retire to the host’s music room, they inexplicably find themselves unable to leave.",3.585,"/qqZXHvBFxUpo8Pfbyvgh4SYMiWm.jpg","1962-05-16","The Exterminating Angel",FALSE,7.9,677
FALSE,"/AfK1tyoO0i47mzKhA9BJVNGq1vg.jpg","18, 10752, 10749",770,"en","Gone with the Wind","The spoiled daughter of a Georgia plantation owner conducts a tumultuous romance with a cynical profiteer during the American Civil War and Reconstruction Era.",5.406,"/lNz2Ow0wGCAvzckW7EOjE03KcYv.jpg","1939-12-15","Gone with the Wind",FALSE,7.9,4086
FALSE,"/u2J7HxrT9QtzIy37S5q3RdrzxXD.jpg","28, 53",615457,"en","Nobody","Hutch Mansell, a suburban dad, overlooked husband, nothing neighbor — a ""nobody."" When two thieves break into his home one night, Hutch's unknown long-simmering rage is ignited and propels him on a brutal path that will uncover dark secrets he fought to leave behind.",4.622,"/oBgWY00bEFeZ9N25wWVyuQddbAo.jpg","2021-03-18","Nobody",FALSE,7.931,7255
FALSE,"/v85FlkbMYKa5du1glm0YfYNsL2n.jpg","18, 10402, 10749",776503,"en","CODA","As a CODA (Child of Deaf Adults), Ruby is the only hearing person in her deaf family. When the family's fishing business is threatened, Ruby finds herself torn between pursuing her love of music and her fear of abandoning her parents.",3.889,"/BzVjmm8l23rPsijLiNLUzuQtyd.jpg","2021-08-13","CODA",FALSE,7.93,2302
FALSE,"/3WK7p9EdZmmvB1IbB2Vw9Rf4lXH.jpg","18, 10749",296096,"en","Me Before You","A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",7.771,"/Ia3dzj5LnCj1ZBdlVeJrbKJQxG.jpg","2016-06-01","Me Before You",FALSE,7.9,12550
FALSE,"/gTRXgigmgKpeJjW07iq686HZyBD.jpg","28, 16, 878",9323,"ja","GHOST IN THE SHELL","In the year 2029, the barriers of our world have been broken down by the net and by cybernetics, but this brings new vulnerability to humans in the form of brain-hacking. When a highly-wanted hacker known as 'The Puppetmaster' begins involving them in politics, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop the Puppetmaster.",5.137,"/9gC88zYUBARRSThcG93MvW14sqx.jpg","1995-11-18","Ghost in the Shell",FALSE,7.926,3473
FALSE,"/tvNuhRlpRozDgsX1zR9gQ2aHv1X.jpg","18",1578,"en","Raging Bull","The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",4.4,"/1WV7WlTS8LI1L5NkCgjWT9GSW3O.jpg","1980-11-14","Raging Bull",FALSE,7.9,4382
FALSE,"/kmmt99iuCEm8iX39yxfqKu5xHGj.jpg","18, 10749, 10752",38360,"ru","Летят журавли","Veronika and Boris come together in Moscow shortly before World War II. Walking along the river, they watch cranes fly overhead, and promise to rendezvous before Boris leaves to fight. Boris misses the meeting and is off to the front lines, while Veronika waits patiently, sending letters faithfully. After her house is bombed, Veronika moves in with Boris' family, into the company of a cousin with his own intentions.",3.804,"/foXYOdXEJ0rvtTDo4LLnsUnvPLB.jpg","1957-10-12","The Cranes Are Flying",FALSE,7.925,392
FALSE,"/xmLgdb0yDBXa7Dlo3aCzjhjCkuE.jpg","18",10238,"sv","Viskningar och rop","As Agnes slowly dies of cancer, her sisters are so immersed in their own psychic pains that they are unable to offer her the support she needs.",3.579,"/a1bMgB09YDvvRN9SitCclUYragr.jpg","1972-12-21","Cries and Whispers",FALSE,7.925,705
FALSE,"/sbVKj98cq0FztCukzu47bu0H8o7.jpg","18, 36",152532,"en","Dallas Buyers Club","Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live.",3.875,"/7Fdh7gUq3plvQqxRbNYhWvDABXA.jpg","2013-11-01","Dallas Buyers Club",FALSE,7.9,8556
FALSE,"/32pvxFiXNo2TdNpBiuHN8k2Mr4K.jpg","35, 18, 10749",11010,"it","Il postino","Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.",3.539,"/cUaCpjVDefYShKyLmkcDsiPaBHn.jpg","1994-04-07","The Postman",FALSE,7.924,1149
FALSE,"/ibJuTdFmYGOiiUzJ5HzHU4EAuf1.jpg","18",5801,"bn","পথের পাঁচালী","Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work.",3.784,"/oyd0SEzYrBfw8GP7eGJpOUKxytr.jpg","1955-08-26","Pather Panchali",FALSE,7.9,433
FALSE,"/oVCyqxwLkRPJC51w89Dwp6VL9vk.jpg","80, 18",1646,"en","Freedom Writers","A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school.",3.724,"/81AdeUQT99N0xPg3j6RVh0YGOTk.jpg","2007-01-05","Freedom Writers",FALSE,7.9,2250
FALSE,"/ylBiGZhgBsly0frseG2PvqoYM4o.jpg","18, 10751",49964,"fa","خانه‌ی دوست کجاست؟","An 8 year old boy must return his friend's notebook he took by mistake, lest his friend be punished by expulsion from school.",3.613,"/aU9WdjwfKTiBsiIh9Vgjr4onhnD.jpg","1987-07-01","Where Is The Friend's House?",FALSE,7.9,370
FALSE,"/bodTQ7K68AopK2uQumsrSVT9g4A.jpg","35, 10752",8290,"fr","La Grande Vadrouille","During World War II, two French civilians and a downed British Bomber Crew set out from Paris to cross the demarcation line between Nazi-occupied Northern France and the South. From there they will be able to escape to England. First, they must avoid German troops – and the consequences of their own blunders.",3.582,"/91l4Sf3WJwrb0tSVPsOqnBXG8E6.jpg","1966-12-08","Don't Look Now... We're Being Shot At!",FALSE,7.9,1364
FALSE,"/zHqptza1ttGa7hkYNEXP7ECIyA9.jpg","878, 28, 16, 9648",142061,"en","Batman: The Dark Knight Returns, Part 2","Batman has stopped the reign of terror that The Mutants had cast upon his city.  Now an old foe wants a reunion and the government wants The Man of Steel to put a stop to Batman.",4.062,"/arEZYd6uMOFTILne9Ux0A8qctMe.jpg","2013-01-03","Batman: The Dark Knight Returns, Part 2",FALSE,7.921,1504
FALSE,"/ueDw7djPgKPZfph0vC43aD2EMyF.jpg","12, 28",85,"en","Raiders of the Lost Ark","When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",26.372,"/ceG9VzoRAVGwivFU403Wc3AHRys.jpg","1981-06-12","Raiders of the Lost Ark",FALSE,7.9,12721
FALSE,"/1TPzecXAb5uCqmscA6WaQqKMmvV.jpg","35",554596,"es","No manches, Frida 2: paraíso destruido","Zequi and Lucy are about to get married. Although he promises not to overdo it during the bachelor party, things get out of control.",4.214,"/rG7rDoTe1ZEa936eonDCkV76nkx.jpg","2019-03-15","No manches, Frida 2: paraíso destruido",FALSE,7.92,890
FALSE,"/gU5wzpnaHLwvoFPjlEdCwxhwYCU.jpg","18, 36",3777,"ja","蜘蛛巣城","Returning to their lord's castle, samurai warriors Washizu and Miki are waylaid by a spirit who predicts their futures. When the first part of the spirit's prophecy comes true, Washizu's scheming wife, Asaji, presses him to speed up the rest of the spirit's prophecy by murdering his lord and usurping his place. Director Akira Kurosawa's resetting of William Shakespeare's ""Macbeth"" in feudal Japan is one of his most acclaimed films.",3.843,"/5NdGZpoInkf4wBInNpry6JAjQ3D.jpg","1957-01-15","Throne of Blood",FALSE,7.9,884
FALSE,"/2reDfi3bl3givTawULOVvjEF1rR.jpg","10752, 18, 10749",426618,"en","Where Hands Touch","Germany, 1944. Leyna, the 15-year old daughter of a white German mother and a black African father, meets Lutz, a compassionate member of the Hitler Youth whose father is a prominent Nazi soldier, and they form an unlikely connection in this quickly changing world.",3.566,"/omKzydOrom9kpdfQUE0G9Y9sPl0.jpg","2018-09-14","Where Hands Touch",FALSE,7.918,517
FALSE,"/X7zKxmyrVmYCfcyvDgVLH8iNzA.jpg","80, 18, 28",949,"en","Heat","Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.",5.502,"/umSVjVdbVwtx5ryCA2QXL44Durm.jpg","1995-12-15","Heat",FALSE,7.918,7474
FALSE,"/5zkrI7P70j8C03ThBOvrEG6VF8M.jpg","37",33,"en","Unforgiven","William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.",4.925,"/54roTwbX9fltg85zjsmrooXAs12.jpg","1992-08-07","Unforgiven",FALSE,7.9,4508
FALSE,"/fzZmcKQv7ZTGIiPvocPhNs3wUyK.jpg","18, 10749, 14",122906,"en","About Time","The night after another unsatisfactory New Year's party, Tim's father tells his son that the men in his family have always had the ability to travel through time. They can't change history, but they can change what happens and has happened in their own lives. Thus begins the start of a lesson in learning to appreciate life itself as it is, as it comes, and most importantly, the people living alongside us.",4.892,"/iR1bVfURbN7r1C46WHFbwCkVve.jpg","2013-09-04","About Time",FALSE,7.9,8640
FALSE,"/6n53UI4mX9QMfe2S0Pgt8mGebY1.jpg","35, 10749",194,"fr","Le Fabuleux Destin d'Amélie Poulain","At a tiny Parisian café, the adorable yet painfully shy Amélie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",5.793,"/oTKduWL2tpIKEmkAqF4mFEAWAsv.jpg","2001-04-25","Amélie",FALSE,7.9,11672
FALSE,"/A291ofGZZMc1LdiIeOMDIWrU65g.jpg","18, 27, 53, 80",234,"de","Das Cabinet des Dr. Caligari","Francis, a young man, recalls in his memory the horrible experiences he and his fiancée Jane recently went through. Francis and his friend Alan visit The Cabinet of Dr. Caligari, an exhibit where the mysterious doctor shows the somnambulist Cesare, and awakens him for some moments from his death-like sleep.",3.54,"/myK9DeIsXWGKgUTZyGXg2IfFk0W.jpg","1920-02-27","The Cabinet of Dr. Caligari",FALSE,7.915,1623
FALSE,"/q5vgDhmDS4EoYWrk9f9nqYZGDOw.jpg","10749, 18, 10402",28971,"en","Limelight","A fading music hall comedian tries to help a despondent ballet dancer learn to walk and to again feel confident about life.",3.534,"/tDD11x3ZWCXXXwdpbGEU9uU4kh1.jpg","1952-10-23","Limelight",FALSE,7.9,538
FALSE,"/9W250lyDDC3P9AgW5ZKGRj7R2Pv.jpg","18, 10751",21334,"fa","بچه‌های آسمان","Zohre's shoes are gone; her older brother Ali lost them. They are poor, there are no shoes for Zohre until they come up with an idea: they will share one pair of shoes. School awaits.",3.795,"/jWqh1CJWAEcxckMRrf6ARhIEh0R.jpg","1997-08-01","Children of Heaven",FALSE,7.914,640
FALSE,"/csCSd8gftDRax0tiuo4VZJ9UaOo.jpg","10752, 36, 53",15383,"fr","L'Armée des ombres","Betrayed by an informant, Philippe Gerbier finds himself trapped in a torturous Nazi prison camp. Though Gerbier escapes to rejoin the Resistance in occupied Marseilles, France, and exacts his revenge on the informant, he must continue a quiet, seemingly endless battle against the Nazis in an atmosphere of tension, paranoia and distrust.",3.539,"/aqNZWM9bspt8zaDvVRIRiWxRVJ7.jpg","1969-09-10","Army of Shadows",FALSE,7.9,665
FALSE,"/pZcoSJUb3Lgr9Rzg2shg1PtTBP9.jpg","18, 9648, 10749",110,"fr","Trois couleurs : Rouge","Part-time model Valentine unexpectedly befriends a retired judge after she runs over his dog. At first, the grumpy man shows no concern about the dog, and Valentine decides to keep it. But the two form a bond when she returns to his house and catches him listening to his neighbors’ phone calls.",3.871,"/JHmsBiX1tjCKqAul1lzC20WcAW.jpg","1994-05-12","Three Colors: Red",FALSE,7.9,1420
FALSE,"/p30hhjHTRFA08f3Bo3GENQCu6ST.jpg","18, 36",740937,"fr","Simone, le voyage du siècle","Simone Veil's life story through the pivotal events of Twentieth Century. Her childhood, her political battles, her tragedies. An intimate and epic portrait of an extraordinary woman who eminently challenged and transformed her era defending a humanist message still keenly relevant today.",3.555,"/yyN4d1pz2kd5TNSOKjdTU7aSn2e.jpg","2022-10-12","Simone: Woman of the Century",FALSE,7.913,352
FALSE,"/l2iY1AgqQ8dEa3FtWkN5TQ5aVbU.jpg","53, 9648",1092,"en","The Third Man","In postwar Vienna, Austria, Holly Martins, a writer of pulp Westerns, arrives penniless as a guest of his childhood chum Harry Lime, only to learn he has died. Martins develops a conspiracy theory after learning of a ""third man"" present at the time of Harry's death, running into interference from British officer Major Calloway, and falling head-over-heels for Harry's grief-stricken lover, Anna.",3.552,"/rO2Fq0AZZx9obs52KJdx4mRE8p5.jpg","1949-08-31","The Third Man",FALSE,7.9,1914
FALSE,"/g67r1eiQD3ERSEQFCFkSn7TeGw5.jpg","12, 878",775,"fr","Le Voyage dans la Lune","Professor Barbenfouillis and five of his colleagues from the Academy of Astronomy travel to the Moon aboard a rocket propelled by a giant cannon. Once on the lunar surface, the bold explorers face the many perils hidden in the caves of the mysterious planet.",3.537,"/9o0v5LLFk51nyTBHZSre6OB37n2.jpg","1902-06-15","A Trip to the Moon",FALSE,7.9,1819
FALSE,"/j29ekbcLpBvxnGk6LjdTc2EI5SA.jpg","16, 10751, 12, 18, 35",150540,"en","Inside Out","When 11-year-old Riley moves to a new city, her Emotions team up to help her through the transition. Joy, Fear, Anger, Disgust and Sadness work together, but when Joy and Sadness get lost, they must journey through unfamiliar places to get back home.",7.192,"/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg","2015-06-17","Inside Out",FALSE,7.9,22326
FALSE,"/sCdpJ3iC0xknqRaBKNGsoPLk4YD.jpg","53, 18, 27",10242,"en","What Ever Happened to Baby Jane?","A former child star torments her paraplegic sister in their decaying Hollywood mansion.",3.586,"/msGYzyWwtjAaA3DScdgmvJ5MReG.jpg","1962-10-31","What Ever Happened to Baby Jane?",FALSE,7.9,1068
FALSE,"/b9qGMCOrMbxUjD6xDAYPoIPnYcC.jpg","16, 28, 12, 14",505262,"ja","僕のヒーローアカデミア THE MOVIE ～2人の英雄～","All Might and Deku accept an invitation to go abroad to a floating and mobile manmade city, called 'I-Island', where they research quirks as well as hero supplemental items at the special 'I-Expo' convention that is currently being held on the island. During that time, suddenly, despite an iron wall of security surrounding the island, the system is breached by a villain, and the only ones able to stop him are the students of Class 1-A.",3.584,"/hC4nTxdhXqFWzgqynGvvXVMiMNp.jpg","2018-08-03","My Hero Academia: Two Heroes",FALSE,7.909,1022
FALSE,"/e4S1jhTMXJRjhG1S8doUW81DH2i.jpg","16, 18, 35",13398,"ja","東京ゴッドファーザーズ","On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents.",3.619,"/sPC66btzQlzuRdPKiSDYZ5Hvxgc.jpg","2003-12-05","Tokyo Godfathers",FALSE,7.909,1317
FALSE,"/iFQzlUmO5QmMPcSHHDdfd522x33.jpg","35, 18",7857,"it","Amarcord","In an Italian seaside town, young Titta gets into trouble with his friends and watches various local eccentrics as they engage in often absurd behavior. Frequently clashing with his stern father and defended by his doting mother, Titta witnesses the actions of a wide range of characters, from his extended family to Fascist loyalists to sensual women, with certain moments shifting into fantastical scenarios.",3.78,"/g3UKJ5LgVpycOxeusBI6IXa40kY.jpg","1973-12-18","Amarcord",FALSE,7.909,1120
FALSE,"/eJ6kPtua2rEvjxHdCtnIobXJZSf.jpg","80, 18, 9648, 53",829,"en","Chinatown","Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.",3.735,"/kZRSP3FmOcq0xnBulqpUQngJUXY.jpg","1974-06-20","Chinatown",FALSE,7.909,3894
FALSE,"/1GZVHgJUcVyytQRJ533GpMavAcL.jpg","18",7984,"en","In the Name of the Father","A small time thief from Belfast, Gerry Conlon, is falsely implicated in the IRA bombing of a pub that kills several people while he is in London. He and his four friends are coerced by British police into confessing their guilt. Gerry's father and other relatives in London are also implicated in the crime. He spends fifteen years in prison with his father trying to prove his innocence.",3.589,"/5HaQacOMOjA2wX1XnwnDd2VaXCf.jpg","1993-12-12","In the Name of the Father",FALSE,7.9,1782
FALSE,"/nvW0QfRJ7ga9TK8DKwBfAPA8ywP.jpg","28, 18, 80",944401,"fr","Dogman","A boy, bruised by life, finds his salvation through the love of his dogs.",7.19,"/5RuUD7J4vO0El7TRL9guZIik0I0.jpg","2023-09-27","Dogman",FALSE,7.906,1154
FALSE,"/9ueD5NSVOn0dWTL93WciT9JoKN3.jpg","10751, 18",404378,"en","A Street Cat Named Bob","James Bowen, a homeless busker and recovering drug addict, has his life transformed when he meets a stray ginger cat.",4.118,"/nBYG0D2FcbL1m926sIj7RN4m0sb.jpg","2016-11-04","A Street Cat Named Bob",FALSE,7.9,1454
FALSE,"/69D57G3XqQMVNCwK0Z2PCcYC4Da.jpg","18",25538,"zh","一一","Each member of a family in Taipei asks hard questions about life's meaning as they live through everyday quandaries. NJ is morose: his brother owes him money, his mother-in-law is in a coma, his wife suffers a spiritual crisis when she finds her life a blank and his business partners make bad decisions.",3.581,"/mR8dSQZI8X6Z1NClJhFrtJp636z.jpg","2000-09-20","Yi Yi",FALSE,7.9,550
FALSE,"/ljJaDl3RdcNdSuQVa2ScdNZOF1L.jpg","18, 10402",920394,"tr","Babamın Kemanı","Through their shared grief and connection to music, an orphaned girl bonds with her emotionally aloof, successful violinist uncle.",3.549,"/bwvoSRyXRRqtpvoHYhySQk2U4EM.jpg","2022-01-21","My Father's Violin",FALSE,7.9,330
FALSE,"/amGiUn4YUuphqmpN8yyuuwDhRPa.jpg","80, 18, 10749",654,"en","On the Waterfront","Terry Malloy is a kindhearted dockworker, and former boxer, who is tricked by his corrupt bosses into leading his friend to death. After falling in love, he tries to leave the waterfront and expose his employers.",3.587,"/fKjLZy9W8VxMOp5OoyWojmLVCQw.jpg","1954-06-22","On the Waterfront",FALSE,7.9,1607
FALSE,"/sDH1LkdFOkQmTJaF1sIIniQyFOk.jpg","18, 10749",597,"en","Titanic","101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",10.837,"/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg","1997-11-18","Titanic",FALSE,7.9,25766
FALSE,"/uLtVbjvS1O7gXL8lUOwsFOH4man.jpg","28, 878, 12",118340,"en","Guardians of the Galaxy","Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",3.102,"/jPrJPZKJVhvyJ4DmUTrDgmFN0yG.jpg","2014-07-30","Guardians of the Galaxy",FALSE,7.905,28331
FALSE,"/u2nPH7STKcz8ddpvxo8Ler1SvPc.jpg","35, 80",20271,"it","Divorzio all'italiana","Ferdinando Cefalù is desperate to marry his cousin, Angela, but he is married to Rosalia and divorce is illegal in Italy. To get around the law, he tries to trick his wife into having an affair so he can catch her and murder her, as he knows he would be given a light sentence for killing an adulterous woman. He persuades a painter to lure his wife into an affair, but Rosalia proves to be more faithful than he expected.",3.569,"/vZbdSpUFyFiDBBTY0AiSrN9f303.jpg","1961-12-20","Divorce Italian Style",FALSE,7.905,474
FALSE,"/mUYV0ZdsDEliGaQahcQH1F3grsP.jpg","16, 10751, 12",10674,"en","Mulan","To save her father from certain death in the army, a young woman secretly enlists in his place and becomes one of China's greatest heroines in the process.",5.038,"/bj3iSjLlkwHtJrPmvHXa8P7edI9.jpg","1998-06-18","Mulan",FALSE,7.904,9840
FALSE,"/wYbOd1YdpDonQUHwRCTCY2grSq4.jpg","16, 14, 12",615453,"zh","哪吒之魔童降世","The Primus extracts a Mixed Yuan Bead into a Spirit Seed and a Demon Pill. The Spirit Seed can be reincarnated as a human to help King Zhou establish a new dynasty, whereas the Demon Pill will create a devil threatening humanity. Ne Zha is the one who is destined to be the hero, but instead he becomes a devil incarnate, because the Spirit Seed and a Demon Pill are switched.",7.996,"/phM9bb6s9c60LA8qwsdk7U1N2cS.jpg","2019-07-26","Ne Zha",FALSE,7.907,471
FALSE,"/uR0FopHrAjDlG5q6PZB07a1JOva.jpg","16, 878, 28",610150,"ja","ドラゴンボール超 スーパーヒーロー","The Red Ribbon Army, an evil organization that was once destroyed by Goku in the past, has been reformed by a group of people who have created new and mightier Androids, Gamma 1 and Gamma 2, and seek vengeance against Goku and his family.",2.527,"/pi0iZOEHeA3ih4p1IwAG4x2DZNH.jpg","2022-06-11","Dragon Ball Super: Super Hero",FALSE,7.9,2873
FALSE,"/lB8mrGjgOxVuiGzBNbHfUrFw02d.jpg","18, 36",491480,"en","The Boy Who Harnessed the Wind","Against all the odds, a thirteen year old boy in Malawi invents an unconventional way to save his family and village from famine.",3.698,"/yOr7RxHw15MMXNxGMXSmngDqHyI.jpg","2019-02-14","The Boy Who Harnessed the Wind",FALSE,7.902,1701
FALSE,"/oMpX8thZFDVZNS4j240HYSMMvyg.jpg","27, 53, 9648",827,"fr","Les Diaboliques","The cruel and abusive headmaster of a boarding school, Michel Delassalle, is murdered by an unlikely duo -- his meek wife and the mistress he brazenly flaunts. The women become increasingly unhinged by a series of odd occurrences after Delassalle's corpse mysteriously disappears.",3.532,"/jE8ygUYBUGyUcM4sR6iinPqYeDK.jpg","1955-01-29","Diabolique",FALSE,7.902,990
